Latitude,Longitude,ZipCode
39.298140999999994,-76.587517,21205
39.288933,-76.612025,21202
39.308965,-76.67114000000001,21216
39.290628000000005,-76.614485,21202
39.310848,-76.646633,21217
39.295048,-76.616872,21201
39.299893,-76.583081,21205
39.298862,-76.626914,21201
39.307276,-76.645597,21217
39.248041,-76.629274,21225
39.316588,-76.60876800000001,21218
39.30004,-76.608038,21202
39.284299,-76.614453,21201
39.309311,-76.66115500000001,21216
39.286545000000004,-76.635975,21223
39.298691,-76.586667,21205
39.310831,-76.64998800000001,21217
39.301109999999994,-76.627158,21201
39.283388,-76.59442,21231
39.308432,-76.65811500000001,21216
39.248612,-76.628517,21225
39.304473,-76.644048,21217
39.285454,-76.640803,21223
39.293912,-76.603234,21202
39.291616,-76.59177700000001,21231
39.2844,-76.642114,21223
39.301603,-76.625438,21201
39.299589000000005,-76.615747,21201
39.242915,-76.622295,21225
39.311424,-76.60000600000001,21213
39.302734,-76.607642,21202
39.337272999999996,-76.669476,21215
39.288565999999996,-76.610961,21202
39.298966,-76.579493,21205
39.352872999999995,-76.67768199999999,21215
39.303537,-76.63564699999999,21217
39.244194,-76.627525,21225
39.311186,-76.602506,21202
39.290555,-76.589749,21231
39.244338,-76.626671,21225
39.318459999999995,-76.594697,21218
39.249010999999996,-76.631997,21225
39.308597999999996,-76.654071,21216
39.328074,-76.565014,21206
39.290488,-76.623665,21201
39.308031,-76.643489,21217
39.305726,-76.64356,21217
39.300312,-76.605297,21202
39.360901,-76.69785,21215
39.295821999999994,-76.625063,21201
39.327658,-76.6091,21218
39.353895,-76.686284,21215
39.338999,-76.663974,21215
39.304777,-76.58269399999999,21213
39.297525,-76.58778000000001,21205
39.286257,-76.622129,21201
39.30968,-76.65133900000001,21217
39.289701,-76.611048,21202
39.308384000000004,-76.639434,21217
39.249721,-76.630346,21225
39.305305,-76.643799,21217
39.286001,-76.61017700000001,21202
39.311184999999995,-76.640141,21217
39.299977,-76.60528199999999,21202
39.299288,-76.60272900000001,21202
39.291746999999994,-76.589201,21231
39.306656,-76.637159,21217
39.299997,-76.580263,21205
39.284199,-76.648444,21223
39.300779,-76.60373299999999,21202
39.284726,-76.591353,21231
39.299255,-76.663437,21216
39.364946999999994,-76.70281899999999,21215
39.309889,-76.646518,21217
39.284448,-76.640738,21223
39.294151,-76.615489,21201
39.289278,-76.62233,21201
39.299625,-76.611231,21202
39.248009,-76.63066500000001,21225
39.286491,-76.598156,21231
39.302955,-76.633128,21217
39.355662,-76.688167,21215
39.287904,-76.606944,21202
39.319629,-76.57656,21213
39.312017,-76.61103,21218
39.314161999999996,-76.598862,21218
39.281989,-76.607383,21230
39.311544,-76.63164,21217
39.291581,-76.61802,21201
39.245061,-76.623826,21225
39.287015999999994,-76.557327,21224
39.292896,-76.619659,21201
39.28914,-76.595711,21231
39.29971,-76.62876999999999,21201
39.300243,-76.57390799999999,21205
39.287015000000004,-76.596626,21231
39.301373999999996,-76.626497,21201
39.310392,-76.649955,21217
39.310033000000004,-76.610892,21202
39.283207,-76.644911,21223
39.286662,-76.610022,21202
39.284265000000005,-76.61248499999999,21202
39.286468,-76.596843,21231
39.302958000000004,-76.66897800000001,21216
39.293917,-76.601228,21202
39.307293,-76.644574,21217
39.287529,-76.635958,21223
39.307301,-76.644213,21217
39.287504,-76.59804399999999,21231
39.304339,-76.63559000000001,21217
39.307159000000006,-76.66556800000001,21216
39.345195000000004,-76.6714,21215
39.300113,-76.577437,21205
39.303492,-76.64388000000001,21217
39.294235,-76.60214,21202
39.309002,-76.669338,21216
39.248642,-76.625822,21225
39.312303,-76.584864,21213
39.290333000000004,-76.623777,21201
39.313396000000004,-76.612605,21218
39.304809999999996,-76.635305,21217
39.287744,-76.614863,21201
39.284365,-76.64355400000001,21223
39.287102000000004,-76.55498100000001,21224
39.297164,-76.610635,21202
39.242728,-76.62679200000001,21225
39.311621,-76.61642900000001,21218
39.316015,-76.579655,21213
39.306819,-76.644299,21217
39.251197,-76.631439,21225
39.303537,-76.666169,21216
39.299445,-76.627015,21201
39.308811999999996,-76.648124,21217
39.299890999999995,-76.625654,21201
39.247049,-76.62880200000001,21225
39.297907,-76.57646700000001,21205
39.294744,-76.659277,21223
39.29511,-76.613871,21202
39.288149,-76.596439,21231
39.311215999999995,-76.609619,21202
39.299822,-76.60439699999999,21202
39.29908,-76.62652299999999,21201
39.300299,-76.605958,21202
39.299978,-76.624747,21201
39.293477,-76.600734,21202
39.300228000000004,-76.60470600000001,21202
39.299696999999995,-76.585991,21205
39.286512,-76.59544,21231
39.300940999999995,-76.634893,21217
39.304575,-76.64340899999999,21217
39.303422,-76.63683,21217
39.320879999999995,-76.61114599999999,21218
39.286315,-76.61936899999999,21201
39.244608,-76.628547,21225
39.287065000000005,-76.595261,21231
39.293836999999996,-76.622571,21201
39.283009,-76.649783,21223
39.305867,-76.644053,21217
39.302116999999996,-76.615922,21201
39.244914,-76.62585,21225
39.297505,-76.62287099999999,21201
39.244515,-76.628794,21225
39.293879,-76.682463,21229
39.307524,-76.65807099999999,21216
39.283535,-76.59318499999999,21231
39.308665999999995,-76.652666,21216
39.289324,-76.620985,21201
39.309211,-76.641625,21217
39.283770000000004,-76.644949,21223
39.325619,-76.608589,21218
39.305305,-76.643799,21217
39.359001,-76.694334,21215
39.300272,-76.602871,21202
39.311777,-76.59570500000001,21213
39.289113,-76.595017,21231
39.29995,-76.6059,21202
39.293,-76.600684,21202
39.357403999999995,-76.691224,21215
39.318459999999995,-76.594697,21218
39.320451,-76.57505400000001,21213
39.304435,-76.644281,21217
39.281919,-76.607729,21230
39.28705,-76.55581,21224
39.292953999999995,-76.618158,21201
39.293987,-76.619773,21201
39.2433,-76.622775,21225
39.309891,-76.642393,21217
39.29489,-76.62125999999999,21201
39.248496,-76.629692,21225
39.337571000000004,-76.666884,21215
39.287849,-76.610116,21202
39.293246,-76.602704,21202
39.316037,-76.607445,21218
39.353015,-76.685237,21215
39.289384000000005,-76.61779,21201
39.283978000000005,-76.61764699999999,21201
39.244502000000004,-76.620795,21225
39.285587,-76.637984,21223
39.298204999999996,-76.61586,21201
39.292853,-76.600116,21202
39.286952,-76.597739,21231
39.319520000000004,-76.612954,21218
39.318271,-76.57746800000001,21213
39.312432,-76.611052,21218
39.312228999999995,-76.588435,21213
39.29167,-76.61708399999999,21201
39.292840000000005,-76.62389499999999,21201
39.346728000000006,-76.674801,21215
39.292618,-76.603337,21202
39.293295,-76.602213,21202
39.33854,-76.66362,21215
39.291245,-76.611114,21202
39.249429,-76.6298,21225
39.347398999999996,-76.673583,21215
39.323562,-76.608829,21218
39.299909,-76.602239,21202
39.308853000000006,-76.646459,21217
39.294053000000005,-76.616793,21201
39.318459999999995,-76.594697,21218
39.291325,-76.624648,21201
39.302955,-76.633128,21217
39.289645,-76.62415899999999,21201
39.278279,-76.618031,21230
39.305112,-76.635566,21217
39.29117,-76.613976,21202
39.29374,-76.601853,21202
39.361739,-76.69888,21215
39.313036,-76.61661,21218
39.242225,-76.62550300000001,21225
39.3068,-76.644716,21217
39.296299,-76.616957,21201
39.287366,-76.634676,21223
39.297977,-76.66520600000001,21216
39.296764,-76.579964,21205
39.316257,-76.61042900000001,21218
39.283346,-76.640686,21223
39.300601,-76.602715,21202
39.290399,-76.593869,21231
39.24824,-76.63086,21225
39.300928000000006,-76.61575400000001,21201
39.314009000000006,-76.611211,21218
39.313488,-76.599726,21218
39.320921999999996,-76.609532,21218
39.249631,-76.63295,21225
39.298915,-76.580905,21205
39.310497999999995,-76.63255699999999,21217
39.315323,-76.58219,21213
39.293968,-76.594117,21231
39.283061,-76.635196,21223
39.299225,-76.573121,21205
39.284307,-76.645788,21223
39.298140999999994,-76.587517,21205
39.292327,-76.615414,21201
39.286851,-76.59604499999999,21231
39.287415,-76.623616,21201
39.309613,-76.652712,21216
39.309079,-76.667563,21216
39.305192,-76.644086,21217
39.29283,-76.621145,21201
39.285747,-76.61081,21202
39.285578,-76.59355699999999,21231
39.34887,-76.67585,21215
39.31156,-76.639296,21217
39.320915,-76.607789,21218
39.298325,-76.60786999999999,21202
39.299365,-76.62660100000001,21201
39.305112,-76.635566,21217
39.307301,-76.644213,21217
39.30445,-76.668745,21216
39.283082,-76.648399,21223
39.288027,-76.597514,21231
39.300438,-76.604303,21202
39.284425,-76.596724,21231
39.30887,-76.616101,21201
39.306478000000006,-76.669179,21216
39.301375,-76.609774,21202
39.243618,-76.626069,21225
39.29867,-76.58499300000001,21205
39.289257,-76.59380300000001,21231
39.30055,-76.625118,21201
39.30376,-76.643846,21217
39.28921,-76.609755,21202
39.308489,-76.657154,21216
39.30973,-76.64992099999999,21217
39.247836,-76.62625600000001,21225
39.308463,-76.61075100000001,21202
39.250639,-76.632866,21225
39.301316,-76.667342,21216
39.287529,-76.635958,21223
39.303492,-76.64388000000001,21217
39.24487,-76.62798000000001,21225
39.312,-76.592326,21213
39.334465,-76.665989,21215
39.303537,-76.63564699999999,21217
39.299029,-76.578085,21205
39.305448,-76.616364,21201
39.302489,-76.632308,21217
39.33563,-76.66328,21215
39.245028000000005,-76.62498599999999,21225
39.287356,-76.597433,21231
39.358776,-76.69390200000001,21215
39.299112,-76.575962,21205
39.288678000000004,-76.620948,21201
39.310153,-76.640912,21217
39.305901,-76.644092,21217
39.285255,-76.610822,21202
39.281859000000004,-76.609305,21230
39.308514,-76.655912,21216
39.284197,-76.618899,21201
39.287141999999996,-76.558053,21224
39.295446000000005,-76.620446,21201
39.299036,-76.62795200000001,21201
39.298914,-76.624478,21201
39.321314,-76.574455,21213
39.292481,-76.601998,21202
39.247959,-76.63104399999999,21225
39.299387,-76.60571,21202
39.300228000000004,-76.60470600000001,21202
39.281932,-76.651191,21223
39.308785,-76.648996,21217
39.298646999999995,-76.587869,21205
39.300326,-76.626191,21201
39.250484,-76.631866,21225
39.304001,-76.643863,21217
39.293489,-76.693827,21229
39.247172,-76.629874,21225
39.28532,-76.643621,21223
39.288607,-76.597213,21231
39.303665,-76.634952,21217
39.311306,-76.611809,21202
39.242505,-76.62395500000001,21225
39.295792,-76.622656,21201
39.301009,-76.605687,21202
39.28768,-76.59563100000001,21231
39.293022,-76.603181,21202
39.290498,-76.610276,21202
39.351855,-76.683323,21215
39.289386,-76.61948000000001,21201
39.339445,-76.668406,21215
39.244783,-76.621161,21225
39.320479,-76.59277,21218
39.286609000000006,-76.593638,21231
39.304660999999996,-76.665592,21216
39.315982,-76.596818,21218
39.310024,-76.64372,21217
39.358184,-76.692778,21215
39.291321999999994,-76.616474,21201
39.289772,-76.60894499999999,21202
39.304839,-76.608199,21202
39.318059999999996,-76.612169,21218
39.315490999999994,-76.609524,21218
39.302175,-76.665651,21216
39.283375,-76.605212,21202
39.287668,-76.617692,21201
39.292815999999995,-76.600697,21202
39.283599,-76.649785,21223
39.307393,-76.644125,21217
39.287529,-76.635958,21223
39.245532,-76.628935,21225
39.29452,-76.664808,21223
39.300195,-76.628213,21201
39.293632,-76.603893,21202
39.284334,-76.644981,21223
39.300149,-76.602136,21202
39.294017,-76.618224,21201
39.296935,-76.66683499999999,21216
39.306571000000005,-76.617625,21201
39.247806,-76.625636,21225
39.296589000000004,-76.615371,21201
39.29037,-76.622411,21201
39.293779,-76.62393,21201
39.320012,-76.609532,21218
39.305112,-76.635566,21217
39.353595,-76.68417,21215
39.286162,-76.618012,21201
39.294543,-76.603085,21202
39.301928000000004,-76.61026,21202
39.305516,-76.61760500000001,21201
39.242625,-76.625283,21225
39.307759999999995,-76.642965,21217
39.294792,-76.623951,21201
39.310763,-76.651397,21217
39.287293,-76.635223,21223
39.300151,-76.57604,21205
39.298140999999994,-76.587517,21205
39.285686,-76.591406,21231
39.285175,-76.646775,21223
39.287625,-76.595753,21231
39.301361,-76.602739,21202
39.290499,-76.59170999999999,21231
39.300815,-76.624464,21201
39.324669,-76.612491,21218
39.30133,-76.605018,21202
39.293431,-76.601326,21202
39.307428,-76.64389,21217
39.297810999999996,-76.581469,21205
39.284346,-76.59824499999999,21202
39.282815,-76.648393,21223
39.292034,-76.602227,21202
39.304066999999996,-76.644225,21217
39.309232,-76.665669,21216
39.292821999999994,-76.622539,21201
39.344111,-76.67047,21215
39.293019,-76.616777,21201
39.310883000000004,-76.648237,21217
39.246398,-76.624348,21225
39.284448,-76.641438,21223
39.304446,-76.634215,21217
39.314628000000006,-76.607322,21218
39.28882,-76.61371700000001,21202
39.250543,-76.631405,21225
39.312186,-76.5897,21213
39.32215,-76.60950799999999,21218
39.244002,-76.62447900000001,21225
39.32385,-76.58983,21218
39.290451000000004,-76.617674,21201
39.289221999999995,-76.623695,21201
39.297269,-76.621448,21201
39.28698,-76.59571700000001,21231
39.337416999999995,-76.662933,21215
39.248398,-76.630831,21225
39.287825,-76.612135,21202
39.308384000000004,-76.639434,21217
39.296416,-76.586669,21205
39.311245,-76.652804,21216
39.282007,-76.611625,21202
39.305248,-76.64463,21217
39.328972,-76.609427,21218
39.299944,-76.626479,21201
39.309502,-76.653885,21216
39.305112,-76.635566,21217
39.300511,-76.664808,21216
39.29965,-76.604636,21202
39.300222999999995,-76.603785,21202
39.292632,-76.594029,21231
39.297622,-76.584299,21205
39.348089,-76.672387,21215
39.245257,-76.620876,21225
39.360162,-76.696572,21215
39.286269,-76.613998,21202
39.340351,-76.666938,21215
39.281847,-76.610001,21230
39.316860999999996,-76.596464,21218
39.296209000000005,-76.619917,21201
39.287034000000006,-76.55659200000001,21224
39.308893,-76.64494599999999,21217
39.242171,-76.62413000000001,21225
39.295010999999995,-76.618324,21201
39.288789,-76.616271,21201
39.312164,-76.582877,21213
39.312737,-76.609537,21218
39.315424,-76.612717,21218
39.290447,-76.61949,21201
39.316651,-76.578579,21213
39.309498,-76.654149,21216
39.28293,-76.651205,21223
39.300243,-76.618626,21201
39.287110999999996,-76.597126,21231
39.341018,-76.667569,21215
39.297607,-76.58715,21205
39.305242,-76.667005,21216
39.281841,-76.593125,21231
39.309431,-76.65818,21216
39.309508,-76.65599399999999,21216
39.287528,-76.62085400000001,21201
39.350004,-76.678873,21215
39.245923,-76.628299,21225
39.245411,-76.62434300000001,21225
39.294188,-76.674053,21229
39.305455,-76.643906,21217
39.310515,-76.64121,21217
39.285251,-76.645048,21223
39.291598,-76.621002,21201
39.310577,-76.61363100000001,21202
39.285951000000004,-76.611389,21202
39.298553000000005,-76.627313,21201
39.312069,-76.591145,21213
39.29935,-76.606076,21202
39.287696000000004,-76.59243199999999,21231
39.340272999999996,-76.671485,21215
39.320479,-76.59277,21218
39.302594,-76.632024,21217
39.287619,-76.63668,21223
39.302434000000005,-76.663527,21216
39.292946,-76.601831,21202
39.321773,-76.57381099999999,21213
39.300916,-76.611038,21202
39.300042,-76.604741,21202
39.287529,-76.635958,21223
39.245169,-76.62735699999999,21225
39.293915000000005,-76.621199,21201
39.286452000000004,-76.616191,21201
39.248112,-76.630521,21225
39.303782,-76.60793000000001,21202
39.288624,-76.60883199999999,21202
39.292495,-76.610355,21202
39.318148,-76.609463,21218
39.333873,-76.66403100000001,21215
39.283761,-76.60462,21202
39.307471,-76.64361,21217
39.284172,-76.649825,21223
39.304624,-76.61636999999999,21201
39.290572999999995,-76.589106,21231
39.250271999999995,-76.632756,21225
39.31158,-76.65001099999999,21217
39.298066,-76.575066,21205
39.308178000000005,-76.66476999999999,21216
39.300702,-76.626653,21201
39.296184999999994,-76.665097,21216
39.248153,-76.629757,21225
39.299569,-76.62782,21201
39.283275,-76.642089,21223
39.291542,-76.593944,21231
39.356444,-76.689695,21215
39.299716,-76.60354699999999,21202
39.298807000000004,-76.583721,21205
39.287665000000004,-76.594826,21231
39.307301,-76.644213,21217
39.297951,-76.578631,21205
39.298897,-76.609951,21202
39.307862,-76.64510600000001,21217
39.303537,-76.63564699999999,21217
39.283694,-76.646686,21223
39.298041,-76.573087,21205
39.284603999999995,-76.59356600000001,21231
